codice_contabilita|partita_iva|commodity|fornitore|anno_comp|mese_comp|data_emissione|data_scadenza|flg_presenza_scadenza|provenienza|volume|importo
306198|01733220022|GAS|EDIGAS S.p.A.|2020|07|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|1.027|0.027811
306198|01733220022|GAS|EDIGAS S.p.A.|2019|06|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|-3.082|-0.106728
148987|12883450152|GAS|UNARETI S.p.A.|2018|06|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.889|4.2537728937729
148987|12883450152|GAS|UNARETI S.p.A.|2018|09|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.886|4.2195652173913
148987|12883450152|GAS|UNARETI S.p.A.|2018|05|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|7.588|3.2257875457875
148987|12883450152|GAS|UNARETI S.p.A.|2018|12|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|4.651|2.48680171278
148987|12883450152|GAS|UNARETI S.p.A.|2018|08|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|12.282|4.3602173913043
148987|12883450152|GAS|UNARETI S.p.A.|2018|10|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|12.282|4.3619532279315
148987|12883450152|GAS|UNARETI S.p.A.|2018|11|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.887|4.2212450592885
148987|12883450152|GAS|UNARETI S.p.A.|2018|07|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|12.282|4.3602173913043
148987|12883450152|GAS|UNARETI S.p.A.|2017|02|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|10.631|1.9226666666667
148987|12883450152|GAS|UNARETI S.p.A.|2017|04|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.0604395604396
148987|12883450152|GAS|UNARETI S.p.A.|2015|06|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.2714285714286
148987|12883450152|GAS|UNARETI S.p.A.|2017|03|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.1286666666667
148987|12883450152|GAS|UNARETI S.p.A.|2017|01|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.1286666666667
148987|12883450152|GAS|UNARETI S.p.A.|2015|04|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.2714285714286
148987|12883450152|GAS|UNARETI S.p.A.|2015|05|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.3471428571429
148987|12883450152|GAS|UNARETI S.p.A.|2016|05|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.0984615384615
148987|12883450152|GAS|UNARETI S.p.A.|2016|04|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.0307692307692
148987|12883450152|GAS|UNARETI S.p.A.|2016|06|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.0307692307692
148987|12883450152|GAS|UNARETI S.p.A.|2017|05|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.1291208791209
148987|12883450152|GAS|UNARETI S.p.A.|2015|08|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.3485869565217
148987|12883450152|GAS|UNARETI S.p.A.|2015|09|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.2728260869565
148987|12883450152|GAS|UNARETI S.p.A.|2017|06|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.0604395604396
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|11|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|25.528|3.1
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|11|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|21.438|3.12
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|07|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|26.55|1.76
204437|06724610966|GAS|2i RETE GAS S.p.A.|2013|11|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|21.438|3.46
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|04|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|21.438|3.77
148987|12883450152|GAS|UNARETI S.p.A.|2019|05|2022-04-17 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|171.942|32.695300157894
148987|12883450152|GAS|UNARETI S.p.A.|2021|07|2022-04-21 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|60.278|9.515652173913
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|12|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-52.869|-3.43
306198|01733220022|GAS|EDIGAS S.p.A.|2019|02|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|-2.055|-0.044917
148987|12883450152|GAS|UNARETI S.p.A.|2014|08|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.9786956521739
148987|12883450152|GAS|UNARETI S.p.A.|2015|03|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.3181111111111
148987|12883450152|GAS|UNARETI S.p.A.|2015|02|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|10.631|2.0937777777778
148987|12883450152|GAS|UNARETI S.p.A.|2015|01|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.3181111111111
148987|12883450152|GAS|UNARETI S.p.A.|2016|03|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.0575824175824
148987|12883450152|GAS|UNARETI S.p.A.|2014|09|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.8826086956522
148987|12883450152|GAS|UNARETI S.p.A.|2013|08|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|4.1316393442623
148987|12883450152|GAS|UNARETI S.p.A.|2014|07|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.9786956521739
148987|12883450152|GAS|UNARETI S.p.A.|2014|05|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.9773626373626
148987|12883450152|GAS|UNARETI S.p.A.|2014|06|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.8813186813187
148987|12883450152|GAS|UNARETI S.p.A.|2014|10|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|3.5986956521739
148987|12883450152|GAS|UNARETI S.p.A.|2016|01|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.0575824175824
148987|12883450152|GAS|UNARETI S.p.A.|2016|02|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.01|1.9248351648352
148987|12883450152|GAS|UNARETI S.p.A.|2014|01|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.9553333333333
148987|12883450152|GAS|UNARETI S.p.A.|2014|02|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|10.631|2.6693333333333
148987|12883450152|GAS|UNARETI S.p.A.|2014|03|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.9553333333333
148987|12883450152|GAS|UNARETI S.p.A.|2013|11|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|4.1086956521739
148987|12883450152|GAS|UNARETI S.p.A.|2013|09|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|3.9983606557377
148987|12883450152|GAS|UNARETI S.p.A.|2014|04|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.8813186813187
148987|12883450152|GAS|UNARETI S.p.A.|2014|11|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|3.4826086956522
148987|12883450152|GAS|UNARETI S.p.A.|2013|12|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|4.245652173913
148987|12883450152|GAS|UNARETI S.p.A.|2013|10|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|4.245652173913
148987|12883450152|GAS|UNARETI S.p.A.|2014|12|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|3.5986956521739
150180|00353660400|GAS|ADRIGAS S.p.A.|2021|02|2022-04-27 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|-56.025|-7.425938
150180|00353660400|GAS|ADRIGAS S.p.A.|2021|01|2022-04-27 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|61.004|7.543146
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|01|2022-04-26 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-172.174|-11
418288|03752430961|GAS|GIGAS RETE S.r.l.|2020|11|2022-04-19 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|35.305|3.695056
167417|02166820510|GAS|CENTRIA S.r.l.|2017|06|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-7.764|-0.14376
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|01|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-157.772|-13.203979
204437|06724610966|GAS|2i RETE GAS S.p.A.|2013|12|2022-04-21 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|55.167|6.97
204437|06724610966|GAS|2i RETE GAS S.p.A.|2013|08|2022-04-21 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|3.065|0.06
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|07|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-20.838|-8.317287
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|02|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-136.934|-30.789594
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|04|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-70.451|-17.922488
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|05|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-24.806|-8.967306
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|06|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-22.822|-8.636832
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|03|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-134.949|-30.400238
148987|12883450152|GAS|UNARETI S.p.A.|2019|07|2022-04-17 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|134.922|28.235642962417
213131|04802420267|GAS|AP RETI GAS S.p.A.|2019|09|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|17.96|2.180057
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|02|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|38.535|0.26
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|12|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-3.933|-1.14
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|01|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-49.234|-8.27
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|11|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|42.457|4.58
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|10|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|46.456|5.14
204437|06724610966|GAS|2i RETE GAS S.p.A.|2019|07|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|185.538|32.93
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|10|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-72.242|-15.410327868852
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|09|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-24.205|-5.9169565217391
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|03|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-102.311|-20.406111111111
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|12|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-47.886|-8.65
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|01|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-45.855|-0.84
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|09|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-46.867|-9.87
204437|06724610966|GAS|2i RETE GAS S.p.A.|2013|10|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-46.874|-8.95
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|10|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-46.867|-9.46
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|11|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-20.473|-2.9996721311475
204437|06724610966|GAS|2i RETE GAS S.p.A.|2018|08|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|179.669|26.79
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|01|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-17.734|6.3638888888889
148987|12883450152|GAS|UNARETI S.p.A.|2019|02|2022-04-13 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|60.552|7.3951111111111
213131|04802420267|GAS|AP RETI GAS S.p.A.|2019|10|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|54.96|6.335914
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|09|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.03
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|10|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.02
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|09|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.03
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|08|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.03
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|10|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.02
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|12|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.02
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|12|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.02
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|02|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-41.779|-0.75
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|12|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.02
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|11|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.02
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|11|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.02
204437|06724610966|GAS|2i RETE GAS S.p.A.|2019|12|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|132.256|26.35
204437|06724610966|GAS|2i RETE GAS S.p.A.|2019|11|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|68.389|12.91
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|08|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-2.024|-0.05
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|07|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.012|-0.03
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|08|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-58.198|-12.44152173913
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|08|2022-04-20 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-46.867|-10.06
213131|04802420267|GAS|AP RETI GAS S.p.A.|2019|04|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|83|10.074789
418288|03752430961|GAS|GIGAS RETE S.r.l.|2020|03|2022-04-19 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|-15.576|-2.028318
148987|12883450152|GAS|UNARETI S.p.A.|2017|12|2022-04-13 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|32.661|5.950652173913
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|09|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|65.271|10.78
213131|04802420267|GAS|AP RETI GAS S.p.A.|2021|01|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|211.545|14.616957
204437|06724610966|GAS|2i RETE GAS S.p.A.|2019|07|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|44.882|10.86
204437|06724610966|GAS|2i RETE GAS S.p.A.|2019|09|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.076|2.49
204437|06724610966|GAS|2i RETE GAS S.p.A.|2019|10|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-1.32|-0.83
204437|06724610966|GAS|2i RETE GAS S.p.A.|2019|08|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|43.839|10.6
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|02|2022-04-26 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-101.487|-20.77
204437|06724610966|GAS|2i RETE GAS S.p.A.|2013|07|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|22.459|1.73
148987|12883450152|GAS|UNARETI S.p.A.|2017|01|2022-04-17 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|1.977|1.9461111111111
204437|06724610966|GAS|2i RETE GAS S.p.A.|2016|05|2022-04-26 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-13.906|-4.7
213131|04802420267|GAS|AP RETI GAS S.p.A.|2020|12|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|179.581|18.795137
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|12|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-141.895|-28.716075
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|09|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-21.83|-8.490806
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|11|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-109.15|-23.213533
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|08|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-19.846|-8.292519
193164|02637140423|GAS|EDMA RETI GAS S.r.l.|2017|10|2022-04-05 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-49.613|-13.087208
148987|12883450152|GAS|UNARETI S.p.A.|2021|09|2022-04-22 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|86.857|14.597608695652
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|03|2022-04-26 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-58.658|-13.71
213131|04802420267|GAS|AP RETI GAS S.p.A.|2020|10|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|66.982|7.010304
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|04|2022-04-26 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-58.587|-9.54
167417|02166820510|GAS|CENTRIA S.r.l.|2017|05|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|1.027|0.019019
167417|02166820510|GAS|CENTRIA S.r.l.|2017|04|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|2.054|0.038038
167417|02166820510|GAS|CENTRIA S.r.l.|2017|07|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|-8.791|-0.219427
383398|03178060236|GAS|MEGARETI S.p.A.|2018|11|2022-04-13 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|140.971|19.109852
383398|03178060236|GAS|MEGARETI S.p.A.|2019|08|2022-04-13 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|12.439|3.812726
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|08|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|22.46|2.41
167417|02166820510|GAS|CENTRIA S.r.l.|2017|12|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|0|0
148987|12883450152|GAS|UNARETI S.p.A.|2016|11|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.391|2.5271739130435
148987|12883450152|GAS|UNARETI S.p.A.|2017|10|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.773|2.19
148987|12883450152|GAS|UNARETI S.p.A.|2015|11|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.391|2.8695652173913
148987|12883450152|GAS|UNARETI S.p.A.|2016|10|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.6114130434783
148987|12883450152|GAS|UNARETI S.p.A.|2016|12|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.6114130434783
148987|12883450152|GAS|UNARETI S.p.A.|2015|12|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.9652173913043
148987|12883450152|GAS|UNARETI S.p.A.|2016|08|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.1127173913043
148987|12883450152|GAS|UNARETI S.p.A.|2017|08|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.2003260869565
148987|12883450152|GAS|UNARETI S.p.A.|2016|09|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.0445652173913
148987|12883450152|GAS|UNARETI S.p.A.|2017|09|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.39|2.129347826087
148987|12883450152|GAS|UNARETI S.p.A.|2015|10|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.9652173913043
148987|12883450152|GAS|UNARETI S.p.A.|2017|07|2022-04-07 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|11.77|2.2003260869565
204437|06724610966|GAS|2i RETE GAS S.p.A.|2018|05|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|97.209|22.5
426906|01341400198|GAS|LD RETI S.r.l.|2019|11|2022-04-13 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|177.678|21.851086956522
167417|02166820510|GAS|CENTRIA S.r.l.|2017|03|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|3.081|0.057057
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|12|2022-04-21 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|55.167|5.28
204437|06724610966|GAS|2i RETE GAS S.p.A.|2015|07|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|22.459|1.73
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|08|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|26.55|2.57
204437|06724610966|GAS|2i RETE GAS S.p.A.|2014|09|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|21.438|3.12
204437|06724610966|GAS|2i RETE GAS S.p.A.|2017|09|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|25.527|3.3
204437|06724610966|GAS|2i RETE GAS S.p.A.|2018|04|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|28.584|4.97
148987|12883450152|GAS|UNARETI S.p.A.|2021|09|2022-04-21 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|58.334|9.2086956521739
148987|12883450152|GAS|UNARETI S.p.A.|2021|08|2022-04-21 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|60.278|9.515652173913
383398|03178060236|GAS|MEGARETI S.p.A.|2020|07|2022-04-13 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|27.985|5.409216
150180|00353660400|GAS|ADRIGAS S.p.A.|2020|08|2022-04-27 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|14.935|1.966856
306198|01733220022|GAS|EDIGAS S.p.A.|2019|04|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|-3.082|-0.106728
204437|06724610966|GAS|2i RETE GAS S.p.A.|2018|06|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|130.373|22.76
204437|06724610966|GAS|2i RETE GAS S.p.A.|2018|04|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|51.705|18.07
204437|06724610966|GAS|2i RETE GAS S.p.A.|2018|03|2022-04-27 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|1.38|12.14
213131|04802420267|GAS|AP RETI GAS S.p.A.|2020|01|2022-04-12 00:00:00|2022-05-31 00:00:00|PRESENTE|AcuPhi|228|17.136204
204437|06724610966|GAS|2i RETE GAS S.p.A.|2018|09|2022-04-19 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|40.841|5.78
148987|12883450152|GAS|UNARETI S.p.A.|2017|04|2022-04-13 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|31.605|4.7967032967033
148987|12883450152|GAS|UNARETI S.p.A.|2018|06|2022-04-13 00:00:00|2022-05-30 00:00:00|PRESENTE|AcuPhi|31.605|5.067032967033
